canvas_course_id,course_name,instance_name,start_date,end_date,user_name,user_email,user_role
50555,Mobile App Design - February 2025,TICT-MAD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Sanne Kuipers,sanne.kuipers@student.hu.nl,STUDENT
50555,Mobile App Design - February 2025,TICT-MAD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Tim Peters,tim.peters@hu.nl,TEACHER
50666,Cloud Infrastructure - September 2025,TICT-CI7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Noah Visser,noah.visser@student.hu.nl,STUDENT
50666,Cloud Infrastructure - September 2025,TICT-CI7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Robin de Vries,robin.devries@student.hu.nl,STUDENT
50666,Cloud Infrastructure - September 2025,TICT-CI7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Bas Hendriks,bas.hendriks@hu.nl,TEACHER
50666,Cloud Infrastructure - September 2025,TICT-CI7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Kim Vos,kim.vos@student.hu.nl,STUDENT
50444,Game Design - February 2025,TICT-GD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Lars Kok,lars.kok@student.hu.nl,STUDENT
50444,Game Design - February 2025,TICT-GD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Noor van den Berg,noor.vandenberg@student.hu.nl,STUDENT
50444,Game Design - February 2025,TICT-GD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Peter de Jong,peter.dejong@hu.nl,TEACHER
50444,Game Design - February 2025,TICT-GD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Lisa Vermeer,lisa.vermeer@student.hu.nl,STUDENT
51001,Machine Learning - February 2025,TICT-ML4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Eva de Boer,eva.deboer@student.hu.nl,STUDENT
51001,Machine Learning - February 2025,TICT-ML4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Anouk Janssen,anouk.janssen@student.hu.nl,STUDENT
51001,Machine Learning - February 2025,TICT-ML4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Lisa Peeters,lisa.peeters@hu.nl,TEACHER
51001,Machine Learning - February 2025,TICT-ML4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Daan Willems,daan.willems@student.hu.nl,STUDENT
51234,UX Design - September 2025,TICT-UX7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Sven Bakker,sven.bakker@student.hu.nl,STUDENT
51234,UX Design - September 2025,TICT-UX7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Noor van den Berg,noor.vandenberg@student.hu.nl,STUDENT
51234,UX Design - September 2025,TICT-UX7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Maria Koster,maria.koster@hu.nl,TEACHER
51234,UX Design - September 2025,TICT-UX7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Lars Kok,lars.kok@student.hu.nl,STUDENT
51400,Cybersecurity Fundamentals - February 2025,TICT-CF4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Nina de Groot,nina.degroot@student.hu.nl,STUDENT
51400,Cybersecurity Fundamentals - February 2025,TICT-CF4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Robin de Vries,robin.devries@student.hu.nl,STUDENT
51400,Cybersecurity Fundamentals - February 2025,TICT-CF4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Bas Hendriks,bas.hendriks@hu.nl,TEACHER
51400,Cybersecurity Fundamentals - February 2025,TICT-CF4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Eva de Boer,eva.deboer@student.hu.nl,STUDENT
50304,Innovation Semester - September 2025,TICT-V3SE6-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Laura Hermans,laura.hermans@student.hu.nl,STUDENT
50304,Innovation Semester - September 2025,TICT-V3SE6-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Koen de Ruiter,koen.deruiter@student.hu.nl,STUDENT
50304,Innovation Semester - September 2025,TICT-V3SE6-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Els van Loon,els.vanloon@hu.nl,TEACHER
50304,Innovation Semester - September 2025,TICT-V3SE6-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,David Maas,david.maas@student.hu.nl,STUDENT
9999,Test cursus - September 2010,TEST-9999_SEP25,2010-09-01 00:00:00+02:00,2011-01-30 23:59:59+01:00,Rosa Smits,rosa.smits@student.hu.nl,STUDENT
9999,Test cursus - September 2010,TEST-9999_SEP25,2010-09-01 00:00:00+02:00,2011-01-30 23:59:59+01:00,Max de Groot,max.degroot@student.hu.nl,STUDENT
9999,Test cursus - September 2010,TEST-9999_SEP25,2010-09-01 00:00:00+02:00,2011-01-30 23:59:59+01:00,Carla de Bruin,carla.debruin@hu.nl,TEACHER
50210,Data Engineering - February 2025,TICT-DE4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Bram Mulder,bram.mulder@student.hu.nl,STUDENT
50210,Data Engineering - February 2025,TICT-DE4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Stijn Verhoeven,stijn.verhoeven@student.hu.nl,STUDENT
50210,Data Engineering - February 2025,TICT-DE4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Kim de Graaf,kim.degraaf@student.hu.nl,STUDENT
50777,Software Security - September 2025,TICT-SS8-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Nick Brouwer,nick.brouwer@student.hu.nl,STUDENT
50777,Software Security - September 2025,TICT-SS8-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Ilse van Dam,ilse.vandam@student.hu.nl,STUDENT
50777,Software Security - September 2025,TICT-SS8-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Koen van Dijk,koen.vandijk@hu.nl,TEACHER
50150,Web Development - February 2025,TICT-WD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Sofie van der Meer,sofie.vandermeer@student.hu.nl,STUDENT
50150,Web Development - February 2025,TICT-WD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Patrick Willems,patrick.willems@student.hu.nl,STUDENT
50150,Web Development - February 2025,TICT-WD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Maaike Bos,maaike.bos@student.hu.nl,STUDENT
50890,Applied AI - September 2025,TICT-AI7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Thijs Dekker,thijs.dekker@student.hu.nl,STUDENT
50890,Applied AI - September 2025,TICT-AI7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Sara de Wit,sara.dewit@student.hu.nl,STUDENT
50890,Applied AI - September 2025,TICT-AI7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Markus van Vliet,markus.vanvliet@hu.nl,TEACHER
50555,Mobile App Design - February 2025,TICT-MAD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Charlotte Jacobs,charlotte.jacobs@student.hu.nl,STUDENT
50555,Mobile App Design - February 2025,TICT-MAD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Janine Meijer,janine.meijer@student.hu.nl,STUDENT
50555,Mobile App Design - February 2025,TICT-MAD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Niels de Lange,niels.delange@student.hu.nl,STUDENT
50555,Mobile App Design - February 2025,TICT-MAD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Tim Peters,tim.peters@hu.nl,TEACHER
50666,Cloud Infrastructure - September 2025,TICT-CI7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Julia van Es,julia.vanes@student.hu.nl,STUDENT
50666,Cloud Infrastructure - September 2025,TICT-CI7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Tom Verbeek,tom.verbeek@student.hu.nl,STUDENT
50666,Cloud Infrastructure - September 2025,TICT-CI7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Erik Scholten,erik.scholten@student.hu.nl,STUDENT
50666,Cloud Infrastructure - September 2025,TICT-CI7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Suzanne de Jong,suzanne.dejong@hu.nl,TEACHER
50444,Game Design - February 2025,TICT-GD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Koen Smits,koen.smits@student.hu.nl,STUDENT
50444,Game Design - February 2025,TICT-GD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Fleur Martens,fleur.martens@student.hu.nl,STUDENT
50444,Game Design - February 2025,TICT-GD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Peter de Jong,peter.dejong@hu.nl,TEACHER
50444,Game Design - February 2025,TICT-GD4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Amber Willems,amber.willems@student.hu.nl,STUDENT
51001,Machine Learning - February 2025,TICT-ML4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Isabel Roos,isabel.roos@student.hu.nl,STUDENT
51001,Machine Learning - February 2025,TICT-ML4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Lennart Bakker,lennart.bakker@student.hu.nl,STUDENT
51001,Machine Learning - February 2025,TICT-ML4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Esther Bos,esther.bos@hu.nl,TEACHER
51234,UX Design - September 2025,TICT-UX7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Thomas de Bruijn,thomas.debruijn@student.hu.nl,STUDENT
51234,UX Design - September 2025,TICT-UX7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Noor Bakker,noor.bakker@student.hu.nl,STUDENT
51234,UX Design - September 2025,TICT-UX7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Lara Hoekstra,lara.hoekstra@hu.nl,TEACHER
51400,Cybersecurity Fundamentals - February 2025,TICT-CF4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Stefan de Wit,stefan.dewit@student.hu.nl,STUDENT
51400,Cybersecurity Fundamentals - February 2025,TICT-CF4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Marije Groen,marije.groen@student.hu.nl,STUDENT
51400,Cybersecurity Fundamentals - February 2025,TICT-CF4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Frank van Dijk,frank.vandijk@hu.nl,TEACHER
51400,Cybersecurity Fundamentals - February 2025,TICT-CF4-25_FEB25,2025-02-03 00:00:00+01:00,2025-06-27 23:59:59+02:00,Martijn Kuiper,martijn.kuiper@student.hu.nl,STUDENT
51555,Blockchain Essentials - September 2025,TICT-BE7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Nienke Scholz,nienke.scholz@student.hu.nl,STUDENT
51555,Blockchain Essentials - September 2025,TICT-BE7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Kevin Post,kevin.post@student.hu.nl,STUDENT
51555,Blockchain Essentials - September 2025,TICT-BE7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Judith Sanders,judith.sanders@hu.nl,TEACHER
51555,Blockchain Essentials - September 2025,TICT-BE7-25_SEP25,2025-09-01 00:00:00+02:00,2026-01-30 23:59:59+01:00,Rick ten Brink,rick.tenbrink@student.hu.nl,STUDENT
